"","ID","N","AR","interest"
"3083",3083,500,0.75,1
"3084",3084,500,0,0
"3085",3085,100,0.9,1
"3086",3086,100,0,0
"3087",3087,150,0.9,1
"3088",3088,150,0,0
"3089",3089,200,0.9,1
"3090",3090,200,0,0
"3091",3091,300,0.9,1
"3092",3092,300,0,0
"3093",3093,400,0.9,1
"3094",3094,400,0,0
"3095",3095,500,0.9,1
"3096",3096,500,0,0
"3097",3097,100,-0.9,1
"3098",3098,100,0,0
"3099",3099,150,-0.9,1
"3100",3100,150,0,0
"3101",3101,200,-0.9,1
"3102",3102,200,0,0
"3103",3103,300,-0.9,1
"3104",3104,300,0,0
"3105",3105,400,-0.9,1
"3106",3106,400,0,0
"3107",3107,500,-0.9,1
"3108",3108,500,0,0
"3109",3109,100,-0.75,1
"3110",3110,100,0,0
"3111",3111,150,-0.75,1
"3112",3112,150,0,0
"3113",3113,200,-0.75,1
"3114",3114,200,0,0
"3115",3115,300,-0.75,1
"3116",3116,300,0,0
"3117",3117,400,-0.75,1
"3118",3118,400,0,0
"3119",3119,500,-0.75,1
"3120",3120,500,0,0
"3121",3121,100,-0.5,1
"3122",3122,100,0,0
"3123",3123,150,-0.5,1
"3124",3124,150,0,0
"3125",3125,200,-0.5,1
"3126",3126,200,0,0
"3127",3127,300,-0.5,1
"3128",3128,300,0,0
"3129",3129,400,-0.5,1
"3130",3130,400,0,0
"3131",3131,500,-0.5,1
"3132",3132,500,0,0
"3133",3133,100,0.5,1
"3134",3134,100,0,0
"3135",3135,150,0.5,1
"3136",3136,150,0,0
"3137",3137,200,0.5,1
"3138",3138,200,0,0
"3139",3139,300,0.5,1
"3140",3140,300,0,0
"3141",3141,400,0.5,1
"3142",3142,400,0,0
"3143",3143,500,0.5,1
"3144",3144,500,0,0
"3145",3145,100,0.75,1
"3146",3146,100,0,0
"3147",3147,150,0.75,1
"3148",3148,150,0,0
"3149",3149,200,0.75,1
"3150",3150,200,0,0
"3151",3151,300,0.75,1
"3152",3152,300,0,0
"3153",3153,400,0.75,1
"3154",3154,400,0,0
"3155",3155,500,0.75,1
"3156",3156,500,0,0
"3157",3157,100,0.9,1
"3158",3158,100,0,0
"3159",3159,150,0.9,1
"3160",3160,150,0,0
"3161",3161,200,0.9,1
"3162",3162,200,0,0
"3163",3163,300,0.9,1
"3164",3164,300,0,0
"3165",3165,400,0.9,1
"3166",3166,400,0,0
"3167",3167,500,0.9,1
"3168",3168,500,0,0
"3169",3169,100,-0.9,1
"3170",3170,100,0,0
"3171",3171,150,-0.9,1
"3172",3172,150,0,0
"3173",3173,200,-0.9,1
"3174",3174,200,0,0
"3175",3175,300,-0.9,1
"3176",3176,300,0,0
"3177",3177,400,-0.9,1
"3178",3178,400,0,0
"3179",3179,500,-0.9,1
"3180",3180,500,0,0
"3181",3181,100,-0.75,1
"3182",3182,100,0,0
"3183",3183,150,-0.75,1
"3184",3184,150,0,0
"3185",3185,200,-0.75,1
"3186",3186,200,0,0
"3187",3187,300,-0.75,1
"3188",3188,300,0,0
"3189",3189,400,-0.75,1
"3190",3190,400,0,0
"3191",3191,500,-0.75,1
"3192",3192,500,0,0
"3193",3193,100,-0.5,1
"3194",3194,100,0,0
"3195",3195,150,-0.5,1
"3196",3196,150,0,0
"3197",3197,200,-0.5,1
"3198",3198,200,0,0
"3199",3199,300,-0.5,1
"3200",3200,300,0,0
"3201",3201,400,-0.5,1
"3202",3202,400,0,0
"3203",3203,500,-0.5,1
"3204",3204,500,0,0
"3205",3205,100,0.5,1
"3206",3206,100,0,0
"3207",3207,150,0.5,1
"3208",3208,150,0,0
"3209",3209,200,0.5,1
"3210",3210,200,0,0
"3211",3211,300,0.5,1
"3212",3212,300,0,0
"3213",3213,400,0.5,1
"3214",3214,400,0,0
"3215",3215,500,0.5,1
"3216",3216,500,0,0
"3217",3217,100,0.75,1
"3218",3218,100,0,0
"3219",3219,150,0.75,1
"3220",3220,150,0,0
"3221",3221,200,0.75,1
"3222",3222,200,0,0
"3223",3223,300,0.75,1
"3224",3224,300,0,0
"3225",3225,400,0.75,1
"3226",3226,400,0,0
"3227",3227,500,0.75,1
"3228",3228,500,0,0
"3229",3229,100,0.9,1
"3230",3230,100,0,0
"3231",3231,150,0.9,1
"3232",3232,150,0,0
"3233",3233,200,0.9,1
"3234",3234,200,0,0
"3235",3235,300,0.9,1
"3236",3236,300,0,0
"3237",3237,400,0.9,1
"3238",3238,400,0,0
"3239",3239,500,0.9,1
"3240",3240,500,0,0
"3241",3241,100,-0.9,1
"3242",3242,100,0,0
"3243",3243,150,-0.9,1
"3244",3244,150,0,0
"3245",3245,200,-0.9,1
"3246",3246,200,0,0
"3247",3247,300,-0.9,1
"3248",3248,300,0,0
"3249",3249,400,-0.9,1
"3250",3250,400,0,0
"3251",3251,500,-0.9,1
"3252",3252,500,0,0
"3253",3253,100,-0.75,1
"3254",3254,100,0,0
"3255",3255,150,-0.75,1
"3256",3256,150,0,0
"3257",3257,200,-0.75,1
"3258",3258,200,0,0
"3259",3259,300,-0.75,1
"3260",3260,300,0,0
"3261",3261,400,-0.75,1
"3262",3262,400,0,0
"3263",3263,500,-0.75,1
"3264",3264,500,0,0
"3265",3265,100,-0.5,1
"3266",3266,100,0,0
"3267",3267,150,-0.5,1
"3268",3268,150,0,0
"3269",3269,200,-0.5,1
"3270",3270,200,0,0
"3271",3271,300,-0.5,1
"3272",3272,300,0,0
"3273",3273,400,-0.5,1
"3274",3274,400,0,0
"3275",3275,500,-0.5,1
"3276",3276,500,0,0
"3277",3277,100,0.5,1
"3278",3278,100,0,0
"3279",3279,150,0.5,1
"3280",3280,150,0,0
"3281",3281,200,0.5,1
"3282",3282,200,0,0
"3283",3283,300,0.5,1
"3284",3284,300,0,0
"3285",3285,400,0.5,1
"3286",3286,400,0,0
"3287",3287,500,0.5,1
"3288",3288,500,0,0
"3289",3289,100,0.75,1
"3290",3290,100,0,0
"3291",3291,150,0.75,1
"3292",3292,150,0,0
"3293",3293,200,0.75,1
"3294",3294,200,0,0
"3295",3295,300,0.75,1
"3296",3296,300,0,0
"3297",3297,400,0.75,1
"3298",3298,400,0,0
"3299",3299,500,0.75,1
"3300",3300,500,0,0
"3301",3301,100,0.9,1
"3302",3302,100,0,0
"3303",3303,150,0.9,1
"3304",3304,150,0,0
"3305",3305,200,0.9,1
"3306",3306,200,0,0
"3307",3307,300,0.9,1
"3308",3308,300,0,0
"3309",3309,400,0.9,1
"3310",3310,400,0,0
"3311",3311,500,0.9,1
"3312",3312,500,0,0
"3313",3313,100,-0.9,1
"3314",3314,100,0,0
"3315",3315,150,-0.9,1
"3316",3316,150,0,0
"3317",3317,200,-0.9,1
"3318",3318,200,0,0
"3319",3319,300,-0.9,1
"3320",3320,300,0,0
"3321",3321,400,-0.9,1
"3322",3322,400,0,0
"3323",3323,500,-0.9,1
"3324",3324,500,0,0
"3325",3325,100,-0.75,1
"3326",3326,100,0,0
"3327",3327,150,-0.75,1
"3328",3328,150,0,0
"3329",3329,200,-0.75,1
"3330",3330,200,0,0
"3331",3331,300,-0.75,1
"3332",3332,300,0,0
"3333",3333,400,-0.75,1
"3334",3334,400,0,0
"3335",3335,500,-0.75,1
"3336",3336,500,0,0
"3337",3337,100,-0.5,1
"3338",3338,100,0,0
"3339",3339,150,-0.5,1
"3340",3340,150,0,0
"3341",3341,200,-0.5,1
"3342",3342,200,0,0
"3343",3343,300,-0.5,1
"3344",3344,300,0,0
"3345",3345,400,-0.5,1
"3346",3346,400,0,0
"3347",3347,500,-0.5,1
"3348",3348,500,0,0
"3349",3349,100,0.5,1
"3350",3350,100,0,0
"3351",3351,150,0.5,1
"3352",3352,150,0,0
"3353",3353,200,0.5,1
"3354",3354,200,0,0
"3355",3355,300,0.5,1
"3356",3356,300,0,0
"3357",3357,400,0.5,1
"3358",3358,400,0,0
"3359",3359,500,0.5,1
"3360",3360,500,0,0
"3361",3361,100,0.75,1
"3362",3362,100,0,0
"3363",3363,150,0.75,1
"3364",3364,150,0,0
"3365",3365,200,0.75,1
"3366",3366,200,0,0
"3367",3367,300,0.75,1
"3368",3368,300,0,0
"3369",3369,400,0.75,1
"3370",3370,400,0,0
"3371",3371,500,0.75,1
"3372",3372,500,0,0
"3373",3373,100,0.9,1
"3374",3374,100,0,0
"3375",3375,150,0.9,1
"3376",3376,150,0,0
"3377",3377,200,0.9,1
"3378",3378,200,0,0
"3379",3379,300,0.9,1
"3380",3380,300,0,0
"3381",3381,400,0.9,1
"3382",3382,400,0,0
"3383",3383,500,0.9,1
"3384",3384,500,0,0
"3385",3385,100,-0.9,1
"3386",3386,100,0,0
"3387",3387,150,-0.9,1
"3388",3388,150,0,0
"3389",3389,200,-0.9,1
"3390",3390,200,0,0
"3391",3391,300,-0.9,1
"3392",3392,300,0,0
"3393",3393,400,-0.9,1
"3394",3394,400,0,0
"3395",3395,500,-0.9,1
"3396",3396,500,0,0
"3397",3397,100,-0.75,1
"3398",3398,100,0,0
"3399",3399,150,-0.75,1
"3400",3400,150,0,0
"3401",3401,200,-0.75,1
"3402",3402,200,0,0
"3403",3403,300,-0.75,1
"3404",3404,300,0,0
"3405",3405,400,-0.75,1
"3406",3406,400,0,0
"3407",3407,500,-0.75,1
"3408",3408,500,0,0
"3409",3409,100,-0.5,1
"3410",3410,100,0,0
"3411",3411,150,-0.5,1
"3412",3412,150,0,0
"3413",3413,200,-0.5,1
"3414",3414,200,0,0
"3415",3415,300,-0.5,1
"3416",3416,300,0,0
"3417",3417,400,-0.5,1
"3418",3418,400,0,0
"3419",3419,500,-0.5,1
"3420",3420,500,0,0
"3421",3421,100,0.5,1
"3422",3422,100,0,0
"3423",3423,150,0.5,1
"3424",3424,150,0,0
"3425",3425,200,0.5,1
"3426",3426,200,0,0
"3427",3427,300,0.5,1
"3428",3428,300,0,0
"3429",3429,400,0.5,1
"3430",3430,400,0,0
"3431",3431,500,0.5,1
"3432",3432,500,0,0
"3433",3433,100,0.75,1
"3434",3434,100,0,0
"3435",3435,150,0.75,1
"3436",3436,150,0,0
"3437",3437,200,0.75,1
"3438",3438,200,0,0
"3439",3439,300,0.75,1
"3440",3440,300,0,0
"3441",3441,400,0.75,1
"3442",3442,400,0,0
"3443",3443,500,0.75,1
"3444",3444,500,0,0
"3445",3445,100,0.9,1
"3446",3446,100,0,0
"3447",3447,150,0.9,1
"3448",3448,150,0,0
"3449",3449,200,0.9,1
"3450",3450,200,0,0
"3451",3451,300,0.9,1
"3452",3452,300,0,0
"3453",3453,400,0.9,1
"3454",3454,400,0,0
"3455",3455,500,0.9,1
"3456",3456,500,0,0
"3457",3457,100,-0.9,1
"3458",3458,100,0,0
"3459",3459,150,-0.9,1
"3460",3460,150,0,0
"3461",3461,200,-0.9,1
"3462",3462,200,0,0
"3463",3463,300,-0.9,1
"3464",3464,300,0,0
"3465",3465,400,-0.9,1
"3466",3466,400,0,0
"3467",3467,500,-0.9,1
"3468",3468,500,0,0
"3469",3469,100,-0.75,1
"3470",3470,100,0,0
"3471",3471,150,-0.75,1
"3472",3472,150,0,0
"3473",3473,200,-0.75,1
"3474",3474,200,0,0
"3475",3475,300,-0.75,1
"3476",3476,300,0,0
"3477",3477,400,-0.75,1
"3478",3478,400,0,0
"3479",3479,500,-0.75,1
"3480",3480,500,0,0
"3481",3481,100,-0.5,1
"3482",3482,100,0,0
"3483",3483,150,-0.5,1
"3484",3484,150,0,0
"3485",3485,200,-0.5,1
"3486",3486,200,0,0
"3487",3487,300,-0.5,1
"3488",3488,300,0,0
"3489",3489,400,-0.5,1
"3490",3490,400,0,0
"3491",3491,500,-0.5,1
"3492",3492,500,0,0
"3493",3493,100,0.5,1
"3494",3494,100,0,0
"3495",3495,150,0.5,1
"3496",3496,150,0,0
"3497",3497,200,0.5,1
"3498",3498,200,0,0
"3499",3499,300,0.5,1
"3500",3500,300,0,0
"3501",3501,400,0.5,1
"3502",3502,400,0,0
"3503",3503,500,0.5,1
"3504",3504,500,0,0
"3505",3505,100,0.75,1
"3506",3506,100,0,0
"3507",3507,150,0.75,1
"3508",3508,150,0,0
"3509",3509,200,0.75,1
"3510",3510,200,0,0
"3511",3511,300,0.75,1
"3512",3512,300,0,0
"3513",3513,400,0.75,1
"3514",3514,400,0,0
"3515",3515,500,0.75,1
"3516",3516,500,0,0
"3517",3517,100,0.9,1
"3518",3518,100,0,0
"3519",3519,150,0.9,1
"3520",3520,150,0,0
"3521",3521,200,0.9,1
"3522",3522,200,0,0
"3523",3523,300,0.9,1
"3524",3524,300,0,0
"3525",3525,400,0.9,1
"3526",3526,400,0,0
"3527",3527,500,0.9,1
"3528",3528,500,0,0
"3529",3529,100,-0.9,1
"3530",3530,100,0,0
"3531",3531,150,-0.9,1
"3532",3532,150,0,0
"3533",3533,200,-0.9,1
"3534",3534,200,0,0
"3535",3535,300,-0.9,1
"3536",3536,300,0,0
"3537",3537,400,-0.9,1
"3538",3538,400,0,0
"3539",3539,500,-0.9,1
"3540",3540,500,0,0
"3541",3541,100,-0.75,1
"3542",3542,100,0,0
"3543",3543,150,-0.75,1
"3544",3544,150,0,0
"3545",3545,200,-0.75,1
"3546",3546,200,0,0
"3547",3547,300,-0.75,1
"3548",3548,300,0,0
"3549",3549,400,-0.75,1
"3550",3550,400,0,0
"3551",3551,500,-0.75,1
"3552",3552,500,0,0
"3553",3553,100,-0.5,1
"3554",3554,100,0,0
"3555",3555,150,-0.5,1
"3556",3556,150,0,0
"3557",3557,200,-0.5,1
"3558",3558,200,0,0
"3559",3559,300,-0.5,1
"3560",3560,300,0,0
"3561",3561,400,-0.5,1
"3562",3562,400,0,0
"3563",3563,500,-0.5,1
"3564",3564,500,0,0
"3565",3565,100,0.5,1
"3566",3566,100,0,0
"3567",3567,150,0.5,1
"3568",3568,150,0,0
"3569",3569,200,0.5,1
"3570",3570,200,0,0
"3571",3571,300,0.5,1
"3572",3572,300,0,0
"3573",3573,400,0.5,1
"3574",3574,400,0,0
"3575",3575,500,0.5,1
"3576",3576,500,0,0
"3577",3577,100,0.75,1
"3578",3578,100,0,0
"3579",3579,150,0.75,1
"3580",3580,150,0,0
"3581",3581,200,0.75,1
"3582",3582,200,0,0
"3583",3583,300,0.75,1
"3584",3584,300,0,0
"3585",3585,400,0.75,1
"3586",3586,400,0,0
"3587",3587,500,0.75,1
"3588",3588,500,0,0
"3589",3589,100,0.9,1
"3590",3590,100,0,0
"3591",3591,150,0.9,1
"3592",3592,150,0,0
"3593",3593,200,0.9,1
"3594",3594,200,0,0
"3595",3595,300,0.9,1
"3596",3596,300,0,0
"3597",3597,400,0.9,1
"3598",3598,400,0,0
"3599",3599,500,0.9,1
"3600",3600,500,0,0
"3601",3601,100,-0.9,1
"3602",3602,100,0,0
"3603",3603,150,-0.9,1
"3604",3604,150,0,0
"3605",3605,200,-0.9,1
"3606",3606,200,0,0
"3607",3607,300,-0.9,1
"3608",3608,300,0,0
"3609",3609,400,-0.9,1
"3610",3610,400,0,0
"3611",3611,500,-0.9,1
"3612",3612,500,0,0
"3613",3613,100,-0.75,1
"3614",3614,100,0,0
"3615",3615,150,-0.75,1
"3616",3616,150,0,0
"3617",3617,200,-0.75,1
"3618",3618,200,0,0
"3619",3619,300,-0.75,1
"3620",3620,300,0,0
"3621",3621,400,-0.75,1
"3622",3622,400,0,0
"3623",3623,500,-0.75,1
"3624",3624,500,0,0
"3625",3625,100,-0.5,1
"3626",3626,100,0,0
"3627",3627,150,-0.5,1
"3628",3628,150,0,0
"3629",3629,200,-0.5,1
"3630",3630,200,0,0
"3631",3631,300,-0.5,1
"3632",3632,300,0,0
"3633",3633,400,-0.5,1
"3634",3634,400,0,0
"3635",3635,500,-0.5,1
"3636",3636,500,0,0
"3637",3637,100,0.5,1
"3638",3638,100,0,0
"3639",3639,150,0.5,1
"3640",3640,150,0,0
"3641",3641,200,0.5,1
"3642",3642,200,0,0
"3643",3643,300,0.5,1
"3644",3644,300,0,0
"3645",3645,400,0.5,1
"3646",3646,400,0,0
"3647",3647,500,0.5,1
"3648",3648,500,0,0
"3649",3649,100,0.75,1
"3650",3650,100,0,0
"3651",3651,150,0.75,1
"3652",3652,150,0,0
"3653",3653,200,0.75,1
"3654",3654,200,0,0
"3655",3655,300,0.75,1
"3656",3656,300,0,0
"3657",3657,400,0.75,1
"3658",3658,400,0,0
"3659",3659,500,0.75,1
"3660",3660,500,0,0
"3661",3661,100,0.9,1
"3662",3662,100,0,0
"3663",3663,150,0.9,1
"3664",3664,150,0,0
"3665",3665,200,0.9,1
"3666",3666,200,0,0
"3667",3667,300,0.9,1
"3668",3668,300,0,0
"3669",3669,400,0.9,1
"3670",3670,400,0,0
"3671",3671,500,0.9,1
"3672",3672,500,0,0
"3673",3673,100,-0.9,1
"3674",3674,100,0,0
"3675",3675,150,-0.9,1
"3676",3676,150,0,0
"3677",3677,200,-0.9,1
"3678",3678,200,0,0
"3679",3679,300,-0.9,1
"3680",3680,300,0,0
"3681",3681,400,-0.9,1
"3682",3682,400,0,0
"3683",3683,500,-0.9,1
"3684",3684,500,0,0
"3685",3685,100,-0.75,1
"3686",3686,100,0,0
"3687",3687,150,-0.75,1
"3688",3688,150,0,0
"3689",3689,200,-0.75,1
"3690",3690,200,0,0
"3691",3691,300,-0.75,1
"3692",3692,300,0,0
"3693",3693,400,-0.75,1
"3694",3694,400,0,0
"3695",3695,500,-0.75,1
"3696",3696,500,0,0
"3697",3697,100,-0.5,1
"3698",3698,100,0,0
"3699",3699,150,-0.5,1
"3700",3700,150,0,0
"3701",3701,200,-0.5,1
"3702",3702,200,0,0
"3703",3703,300,-0.5,1
"3704",3704,300,0,0
"3705",3705,400,-0.5,1
"3706",3706,400,0,0
"3707",3707,500,-0.5,1
"3708",3708,500,0,0
"3709",3709,100,0.5,1
"3710",3710,100,0,0
"3711",3711,150,0.5,1
"3712",3712,150,0,0
"3713",3713,200,0.5,1
"3714",3714,200,0,0
"3715",3715,300,0.5,1
"3716",3716,300,0,0
"3717",3717,400,0.5,1
"3718",3718,400,0,0
"3719",3719,500,0.5,1
"3720",3720,500,0,0
"3721",3721,100,0.75,1
"3722",3722,100,0,0
"3723",3723,150,0.75,1
"3724",3724,150,0,0
"3725",3725,200,0.75,1
"3726",3726,200,0,0
"3727",3727,300,0.75,1
"3728",3728,300,0,0
"3729",3729,400,0.75,1
"3730",3730,400,0,0
"3731",3731,500,0.75,1
"3732",3732,500,0,0
"3733",3733,100,0.9,1
"3734",3734,100,0,0
"3735",3735,150,0.9,1
"3736",3736,150,0,0
"3737",3737,200,0.9,1
"3738",3738,200,0,0
"3739",3739,300,0.9,1
"3740",3740,300,0,0
"3741",3741,400,0.9,1
"3742",3742,400,0,0
"3743",3743,500,0.9,1
"3744",3744,500,0,0
"3745",3745,100,-0.9,1
"3746",3746,100,0,0
"3747",3747,150,-0.9,1
"3748",3748,150,0,0
"3749",3749,200,-0.9,1
"3750",3750,200,0,0
"3751",3751,300,-0.9,1
"3752",3752,300,0,0
"3753",3753,400,-0.9,1
"3754",3754,400,0,0
"3755",3755,500,-0.9,1
"3756",3756,500,0,0
"3757",3757,100,-0.75,1
"3758",3758,100,0,0
"3759",3759,150,-0.75,1
"3760",3760,150,0,0
"3761",3761,200,-0.75,1
"3762",3762,200,0,0
"3763",3763,300,-0.75,1
"3764",3764,300,0,0
"3765",3765,400,-0.75,1
"3766",3766,400,0,0
"3767",3767,500,-0.75,1
"3768",3768,500,0,0
"3769",3769,100,-0.5,1
"3770",3770,100,0,0
"3771",3771,150,-0.5,1
"3772",3772,150,0,0
"3773",3773,200,-0.5,1
"3774",3774,200,0,0
"3775",3775,300,-0.5,1
"3776",3776,300,0,0
"3777",3777,400,-0.5,1
"3778",3778,400,0,0
"3779",3779,500,-0.5,1
"3780",3780,500,0,0
"3781",3781,100,0.5,1
"3782",3782,100,0,0
"3783",3783,150,0.5,1
"3784",3784,150,0,0
"3785",3785,200,0.5,1
"3786",3786,200,0,0
"3787",3787,300,0.5,1
"3788",3788,300,0,0
"3789",3789,400,0.5,1
"3790",3790,400,0,0
"3791",3791,500,0.5,1
"3792",3792,500,0,0
"3793",3793,100,0.75,1
"3794",3794,100,0,0
"3795",3795,150,0.75,1
"3796",3796,150,0,0
"3797",3797,200,0.75,1
"3798",3798,200,0,0
"3799",3799,300,0.75,1
"3800",3800,300,0,0
"3801",3801,400,0.75,1
"3802",3802,400,0,0
"3803",3803,500,0.75,1
"3804",3804,500,0,0
"3805",3805,100,0.9,1
"3806",3806,100,0,0
"3807",3807,150,0.9,1
"3808",3808,150,0,0
"3809",3809,200,0.9,1
"3810",3810,200,0,0
"3811",3811,300,0.9,1
"3812",3812,300,0,0
"3813",3813,400,0.9,1
"3814",3814,400,0,0
"3815",3815,500,0.9,1
"3816",3816,500,0,0
"3817",3817,100,-0.9,1
"3818",3818,100,0,0
"3819",3819,150,-0.9,1
"3820",3820,150,0,0
"3821",3821,200,-0.9,1
"3822",3822,200,0,0
"3823",3823,300,-0.9,1
"3824",3824,300,0,0
"3825",3825,400,-0.9,1
"3826",3826,400,0,0
"3827",3827,500,-0.9,1
"3828",3828,500,0,0
"3829",3829,100,-0.75,1
"3830",3830,100,0,0
"3831",3831,150,-0.75,1
"3832",3832,150,0,0
"3833",3833,200,-0.75,1
"3834",3834,200,0,0
"3835",3835,300,-0.75,1
"3836",3836,300,0,0
"3837",3837,400,-0.75,1
"3838",3838,400,0,0
"3839",3839,500,-0.75,1
"3840",3840,500,0,0
"3841",3841,100,-0.5,1
"3842",3842,100,0,0
"3843",3843,150,-0.5,1
"3844",3844,150,0,0
"3845",3845,200,-0.5,1
"3846",3846,200,0,0
"3847",3847,300,-0.5,1
"3848",3848,300,0,0
"3849",3849,400,-0.5,1
"3850",3850,400,0,0
"3851",3851,500,-0.5,1
"3852",3852,500,0,0
"3853",3853,100,0.5,1
"3854",3854,100,0,0
"3855",3855,150,0.5,1
"3856",3856,150,0,0
"3857",3857,200,0.5,1
"3858",3858,200,0,0
"3859",3859,300,0.5,1
"3860",3860,300,0,0
"3861",3861,400,0.5,1
"3862",3862,400,0,0
"3863",3863,500,0.5,1
"3864",3864,500,0,0
"3865",3865,100,0.75,1
"3866",3866,100,0,0
"3867",3867,150,0.75,1
"3868",3868,150,0,0
"3869",3869,200,0.75,1
"3870",3870,200,0,0
"3871",3871,300,0.75,1
"3872",3872,300,0,0
"3873",3873,400,0.75,1
"3874",3874,400,0,0
"3875",3875,500,0.75,1
"3876",3876,500,0,0
"3877",3877,100,0.9,1
"3878",3878,100,0,0
"3879",3879,150,0.9,1
"3880",3880,150,0,0
"3881",3881,200,0.9,1
"3882",3882,200,0,0
"3883",3883,300,0.9,1
"3884",3884,300,0,0
"3885",3885,400,0.9,1
"3886",3886,400,0,0
"3887",3887,500,0.9,1
"3888",3888,500,0,0
"3889",3889,100,-0.9,1
"3890",3890,100,0,0
"3891",3891,150,-0.9,1
"3892",3892,150,0,0
"3893",3893,200,-0.9,1
"3894",3894,200,0,0
"3895",3895,300,-0.9,1
"3896",3896,300,0,0
"3897",3897,400,-0.9,1
"3898",3898,400,0,0
"3899",3899,500,-0.9,1
"3900",3900,500,0,0
"3901",3901,100,-0.75,1
"3902",3902,100,0,0
"3903",3903,150,-0.75,1
"3904",3904,150,0,0
"3905",3905,200,-0.75,1
"3906",3906,200,0,0
"3907",3907,300,-0.75,1
"3908",3908,300,0,0
"3909",3909,400,-0.75,1
"3910",3910,400,0,0
"3911",3911,500,-0.75,1
"3912",3912,500,0,0
"3913",3913,100,-0.5,1
"3914",3914,100,0,0
"3915",3915,150,-0.5,1
"3916",3916,150,0,0
"3917",3917,200,-0.5,1
"3918",3918,200,0,0
"3919",3919,300,-0.5,1
"3920",3920,300,0,0
"3921",3921,400,-0.5,1
"3922",3922,400,0,0
"3923",3923,500,-0.5,1
"3924",3924,500,0,0
"3925",3925,100,0.5,1
"3926",3926,100,0,0
"3927",3927,150,0.5,1
"3928",3928,150,0,0
"3929",3929,200,0.5,1
"3930",3930,200,0,0
"3931",3931,300,0.5,1
"3932",3932,300,0,0
"3933",3933,400,0.5,1
"3934",3934,400,0,0
"3935",3935,500,0.5,1
"3936",3936,500,0,0
"3937",3937,100,0.75,1
"3938",3938,100,0,0
"3939",3939,150,0.75,1
"3940",3940,150,0,0
"3941",3941,200,0.75,1
"3942",3942,200,0,0
"3943",3943,300,0.75,1
"3944",3944,300,0,0
"3945",3945,400,0.75,1
"3946",3946,400,0,0
"3947",3947,500,0.75,1
"3948",3948,500,0,0
"3949",3949,100,0.9,1
"3950",3950,100,0,0
"3951",3951,150,0.9,1
"3952",3952,150,0,0
"3953",3953,200,0.9,1
"3954",3954,200,0,0
"3955",3955,300,0.9,1
"3956",3956,300,0,0
"3957",3957,400,0.9,1
"3958",3958,400,0,0
"3959",3959,500,0.9,1
"3960",3960,500,0,0
"3961",3961,100,-0.9,1
"3962",3962,100,0,0
"3963",3963,150,-0.9,1
"3964",3964,150,0,0
"3965",3965,200,-0.9,1
"3966",3966,200,0,0
"3967",3967,300,-0.9,1
"3968",3968,300,0,0
"3969",3969,400,-0.9,1
"3970",3970,400,0,0
"3971",3971,500,-0.9,1
"3972",3972,500,0,0
"3973",3973,100,-0.75,1
"3974",3974,100,0,0
"3975",3975,150,-0.75,1
"3976",3976,150,0,0
"3977",3977,200,-0.75,1
"3978",3978,200,0,0
"3979",3979,300,-0.75,1
"3980",3980,300,0,0
"3981",3981,400,-0.75,1
"3982",3982,400,0,0
"3983",3983,500,-0.75,1
"3984",3984,500,0,0
"3985",3985,100,-0.5,1
"3986",3986,100,0,0
"3987",3987,150,-0.5,1
"3988",3988,150,0,0
"3989",3989,200,-0.5,1
"3990",3990,200,0,0
"3991",3991,300,-0.5,1
"3992",3992,300,0,0
"3993",3993,400,-0.5,1
"3994",3994,400,0,0
"3995",3995,500,-0.5,1
"3996",3996,500,0,0
"3997",3997,100,0.5,1
"3998",3998,100,0,0
"3999",3999,150,0.5,1
"4000",4000,150,0,0
"4001",4001,200,0.5,1
"4002",4002,200,0,0
"4003",4003,300,0.5,1
"4004",4004,300,0,0
"4005",4005,400,0.5,1
"4006",4006,400,0,0
"4007",4007,500,0.5,1
"4008",4008,500,0,0
"4009",4009,100,0.75,1
"4010",4010,100,0,0
"4011",4011,150,0.75,1
"4012",4012,150,0,0
"4013",4013,200,0.75,1
"4014",4014,200,0,0
"4015",4015,300,0.75,1
"4016",4016,300,0,0
"4017",4017,400,0.75,1
"4018",4018,400,0,0
"4019",4019,500,0.75,1
"4020",4020,500,0,0
"4021",4021,100,0.9,1
"4022",4022,100,0,0
"4023",4023,150,0.9,1
"4024",4024,150,0,0
"4025",4025,200,0.9,1
"4026",4026,200,0,0
"4027",4027,300,0.9,1
"4028",4028,300,0,0
"4029",4029,400,0.9,1
"4030",4030,400,0,0
"4031",4031,500,0.9,1
"4032",4032,500,0,0
"4033",4033,100,-0.9,1
"4034",4034,100,0,0
"4035",4035,150,-0.9,1
"4036",4036,150,0,0
"4037",4037,200,-0.9,1
"4038",4038,200,0,0
"4039",4039,300,-0.9,1
"4040",4040,300,0,0
"4041",4041,400,-0.9,1
"4042",4042,400,0,0
"4043",4043,500,-0.9,1
"4044",4044,500,0,0
"4045",4045,100,-0.75,1
"4046",4046,100,0,0
"4047",4047,150,-0.75,1
"4048",4048,150,0,0
"4049",4049,200,-0.75,1
"4050",4050,200,0,0
"4051",4051,300,-0.75,1
"4052",4052,300,0,0
"4053",4053,400,-0.75,1
"4054",4054,400,0,0
"4055",4055,500,-0.75,1
"4056",4056,500,0,0
"4057",4057,100,-0.5,1
"4058",4058,100,0,0
"4059",4059,150,-0.5,1
"4060",4060,150,0,0
"4061",4061,200,-0.5,1
"4062",4062,200,0,0
"4063",4063,300,-0.5,1
